"subject","number","name"
"SOEN","491","Software Engineering Project"
"SOEN","6231","Distributed Systems"
"SPAN","200","Introductory Spanish: Intensive"
"SPAN","201","Introductory Spanish I"
"SPAN","202","Introductory Spanish II"
"SPAN","240","Intermediate Spanish: Intensive Course "
"SSDB","220","Introduction to Theories of Sexuality"
"SSDB","275","Introduction to Sexuality Research"
"SSDB","425","Ethics and Community Engagement"
"SSDB","426","Practicum"
"SSDB","428","Independent Study"
"SSDB","492","Seminar in Advanced Topics in Sexuality I"
"STAT","280","Introduction to Statistical Programming"
"STAT","287","Statistics Lab I"
"STAT","380","Statistical Learning"
"STAT","388","Statistics Lab II"
"STAT","460","Time Series and Forecasting"
"STAT","461","Statistical Simulation"
"STAT","480","Statistical Consulting and Data Analysis"
"STAT","497","Topics in Statistics (Topic in 2020, 2021 - Reinforcement Learning)"
"TESL","201","Introduction to Teaching English as a Second Language"
"TESL","221","Phonology for Teachers"
"TESL","231","Modern English Grammar"
"TESL","324","Methodology I"
"TESL","326","TESL Pedagogy: General"
"TESL","330","Computers in Language Learning"
"TESL","331","Grammar for Teachers"
"TESL","341","Language acquisition"
"TESL","415","Testing, Evaluation, and Course Design"
"TESL","424","Methodology II"
"TESL","426","Primary Pedagogy"
"TESL","427","Secondary Pedagogy"
"TESL","433","Practicum"
"TESL","471","English Language Arts: Secondary"
"TESL","488","Internship Seminar"
"THEO","234","Pilgrim Bodies, Sacred Journeys"
"THEO","243","Indigenous Spirituality"
"THEO","404","Practicum in Pastoral  Care"
"THEO","692","Applied Project in Theology"
"URBS","250","Representation Methods in Urban Studies"
"URBS","260","Analytical Methods in Urban Studies"
"URBS","333","Urban Laboratory"
"URBS","335","Geographic Information Systems"
"URBS","337","Urban Agriculture"
"URBS","362","Quantitative Research Methods"
"URBS","420","The Social and Cultural Geographies of Montreal"
"URBS","433","Advanced Urban Laboratory"
"URBS","483","Directed Studies / Practicum in Urban Planning I"
"URBS","484","Directed Studies / Practicum in Urban Planning II"
"VDEO","350","Video History and Theory"
"WSDB","290","Introduction to Historical Perspectives in Women’s Studies"
"WSDB","291","Introduction to Contemporary Concerns in Women’s Studies"
"WSDB","292","Feminism and Research Methods"
"WSDB","391","Health Issues: Feminist Perspectives"
"WSDB","394","Tutorial in Women’s Studies"
"WSDB","491","Feminist Perspectives on Culture"
"WSDB","494","Advanced Tutorial in Women’s Studies"
"WSDB","496","Directed Research"
"WSDB","498","Seminar in Women’s Studies"
"COMP","345","Advanced Program Design with C++"
"COMP","426","Multicore Programming"
"COMP","442","Compiler Design"
